Sample	Plasmid_PPI	Chrom_PPI	Fraction
Olsenella_profusa_F0195_	49104	1681	0.967
Olsenella_sp._oral_taxon_809_str._F0356_	27351	1719	0.941
Olsenella_uli_DSM_7084_	20395	2013	0.910
Onion_yellows_phytoplasma_OY-M_	15300	150	0.990
Opitutaceae_bacterium_TAV5_	38765	18812	0.673
Opitutus_terrae_PB90-1_	46513	11594	0.800
Orenia_marismortui_DSM_5156_	0	56328	0.000
Oribacterium_parvum_ACB8_	32689	1577	0.954
Oribacterium_sinus_F0268_	34767	1665	0.954
Oribacterium_sp._FC2011_	0	50202	0.000
Oribacterium_sp._NK2B42_	0	51860	0.000
Oribacterium_sp._oral_taxon_078_str._F0262_	38661	2771	0.933
Oribacterium_sp._oral_taxon_078_str._F0263_	34850	3990	0.897
Oribacterium_sp._oral_taxon_108_str._F0425_	36087	1246	0.967
Oribacterium_sp._P6A1_	0	46407	0.000
Orientia_tsutsugamushi_str._Boryong_	13478	346	0.975
Ornithinibacillus_scapharcae_TW25_	0	69124	0.000
Ornithinimicrobium_pekingense_DSM_21552_	46309	9768	0.826
Ornithobacterium_rhinotracheale_DSM_15997_	21324	4484	0.826
Oscillatoria_acuminata_PCC_6304_	49531	16028	0.756
Oscillatoriales_cyanobacterium_JSC-12_	74436	10913	0.872
Oscillatoria_nigro-viridis_PCC_7112_	62877	21962	0.741
Oscillatoria_sp._PCC_10802_	0	143065	0.000
Oscillibacter_ruminantium_GH1_	0	43040	0.000
Oscillibacter_sp._1-3_	51745	9794	0.841
Oscillibacter_sp._ER4_	0	34857	0.000
Oscillibacter_sp._KLE_1728_	0	54590	0.000
Oscillibacter_valericigenes_Sjm18-20_	45168	11255	0.801
Oscillochloris_trichoides_DG-6_	50734	4792	0.914
Owenweeksia_hongkongensis_DSM_17368_	28470	6698	0.810
Oxalobacter_formigenes_HOxBLS_	39776	2072	0.950
Oxalobacter_formigenes_OXCC13_	26137	874	0.968
Paenibacillaceae_bacterium_G5_	0	93806	0.000
Paenibacillus_alginolyticus_DSM_5050_=_NBRC_15375_	0	156243	0.000
Paenibacillus_alvei_TS-15_	77802	10711	0.879
Paenibacillus_borealis_	62935	44038	0.588
Paenibacillus_curdlanolyticus_YK9_	75595	6943	0.916
Paenibacillus_daejeonensis_DSM_15491_	0	123028	0.000
Paenibacillus_darwinianus_	43386	4200	0.912
Paenibacillus_durus_	57368	17047	0.771
Paenibacillus_elgii_B69_	113091	21453	0.841
Paenibacillus_fonticola_DSM_21315_	0	87243	0.000
Paenibacillus_ginsengihumi_DSM_21568_	0	77471	0.000
Paenibacillus_graminis_	62490	25681	0.709
Paenibacillus_lactis_154_	68709	25773	0.727
Paenibacillus_larvae_subsp._larvae_DSM_25430_	39560	2395	0.943
Paenibacillus_massiliensis_2301065_=_DSM_16942_	0	102222	0.000
Paenibacillus_odorifer_	61909	24322	0.718
Paenibacillus_peoriae_KCTC_3763_	45047	10477	0.811
Paenibacillus_pini_JCM_16418_	65687	8082	0.890
Paenibacillus_polymyxa_E681_	51472	8040	0.865
Paenibacillus_polymyxa_M1_	60628	2584	0.959
Paenibacillus_polymyxa_SC2_	61063	3402	0.947
Paenibacillus_sabinae_T27_	52454	10398	0.835
Paenibacillus_sanguinis_2301083_=_DSM_16941_	0	70324	0.000
Paenibacillus_senegalensis_JC66_	0	76426	0.000
Paenibacillus_sp._A9_	0	73301	0.000
Paenibacillus_sp._FSL_H7-689_	79838	31266	0.719
Paenibacillus_sp._FSL_R7-277_	124189	15615	0.888
Paenibacillus_sp._GD11_	0	79170	0.000
Paenibacillus_sp._HW567_	0	105754	0.000
Paenibacillus_sp._J14_	0	72639	0.000
Paenibacillus_sp._JDR-2_	59274	26197	0.693
Paenibacillus_sp._MAEPY2_	80557	19044	0.809
Paenibacillus_sp._MSt1_	104275	15772	0.869
Paenibacillus_sp._oral_taxon_786_str._D14_	78484	5314	0.937
Paenibacillus_sp._OSY-SE_	0	88025	0.000
Paenibacillus_sp._TCA20_	67193	11338	0.856
Paenibacillus_sp._UNC451MF_	0	126088	0.000
Paenibacillus_terrae_HPL-003_	56498	12667	0.817
Paenibacillus_terrigena_DSM_21567_	0	93364	0.000
Paenibacillus_wynnii_	71913	6221	0.920
Paenirhodobacter_enshiensis_	43271	3765	0.920
Paenisporosarcina_sp._HGH0030_	43358	4738	0.901
Paenisporosarcina_sp._TG-14_	0	52471	0.000
Paludibacter_propionicigenes_WB4_	28234	5954	0.826
Pandoraea_pnomenusa_	49185	5051	0.907
Pandoraea_sp._SD6-2_	92785	5827	0.941
Pannonibacter_phragmitetus_DSM_14782_	51940	7165	0.879
Pantoea_agglomerans_	62118	3247	0.950
Pantoea_ananatis_AJ13355_	56477	987	0.983
Pantoea_ananatis_LMG_20103_	60797	1304	0.979
Pantoea_rwandensis_	48409	2642	0.948
Pantoea_sp._A4_	0	79219	0.000
Pantoea_sp._aB_	65191	4517	0.935
Pantoea_sp._At-9b_	49349	5459	0.900
Pantoea_sp._IMH_	0	58172	0.000
Pantoea_sp._PSNIH1_	42639	4698	0.901
Pantoea_sp._PSNIH2_	48208	5870	0.891
Pantoea_sp._Sc1_	61202	3649	0.944
Pantoea_stewartii_	55609	3758	0.937
Pantoea_vagans_C9-1_	50760	572	0.989
Parabacteroides_distasonis_ATCC_8503_	33265	11295	0.747
Parabacteroides_gordonii_DSM_23371_	0	92904	0.000
Parabacteroides_johnsonii_CL02T12C29_	42506	10797	0.797
Parabacteroides_merdae_ATCC_43184_	51027	10181	0.834
Parabacteroides_sp._ASF519_	0	92021	0.000
Parachlamydia_acanthamoebae_UV-7_	18355	1794	0.911
Paracoccus_aminophilus_JCM_7686_	36499	7563	0.828
Paracoccus_denitrificans_PD1222_	64642	13222	0.830
Paracoccus_halophilus_	50022	4564	0.916
Paracoccus_pantotrophus_J46_	80042	7609	0.913
Paracoccus_sp._J39_	0	89631	0.000
Paracoccus_sp._N5_	0	65364	0.000
Paracoccus_sp._TRP_	0	62437	0.000
Paracoccus_versutus_	97158	8446	0.920
Paracoccus_yeei_ATCC_BAA-599_	41331	6444	0.865
Paracoccus_zeaxanthinifaciens_ATCC_21588_	0	49132	0.000
Paraoerskovia_marina_DSM_21750_	40034	2193	0.948
Paraprevotella_clara_YIT_11840_	41085	14435	0.740
Paraprevotella_xylaniphila_YIT_11841_	40492	15909	0.718
Parascardovia_denticolens_DSM_10105_=_JCM_12538_	18398	1193	0.939
Parascardovia_denticolens_IPLA_20019_	27275	1693	0.942
Parasutterella_excrementihominis_YIT_11859_	31967	5023	0.864
Parvibaculum_lavamentivorans_DS-1_	40201	9161	0.814
Parvimonas_micra_ATCC_33270_	20090	1309	0.939
Parvimonas_sp._oral_taxon_393_str._F0440_	28009	623	0.978
Parvularcula_bermudensis_HTCC2503_	25984	4377	0.856
Parvularcula_oceani_	0	47443	0.000
Pasteurella_bettyae_CCUG_2042_	30385	1104	0.965
Pasteurella_multocida_	27412	843	0.970
Pasteurella_pneumotropica_	30212	1439	0.955
Patulibacter_americanus_DSM_16676_	0	58969	0.000
Patulibacter_minatonensis_DSM_18081_	0	60359	0.000
Paucisalibacillus_sp._EB02_	0	61448	0.000
Peanut_witches'-broom_phytoplasma_NTU2011_	8961	27	0.997
Pectobacterium_atrosepticum_SCRI1043_	66615	1548	0.977
Pectobacterium_betavasculorum_	67132	3643	0.949
Pectobacterium_carotovorum_subsp._carotovorum_PC1_	50740	5947	0.895
Pectobacterium_carotovorum_subsp._odoriferum_	47712	5674	0.894
Pectobacterium_sp._SCC3193_	74013	7571	0.907
Pectobacterium_wasabiae_WPP163_	50892	7715	0.868
Pediococcus_acidilactici_DSM_20284_	26319	620	0.977
Pediococcus_claussenii_ATCC_BAA-344_	22409	535	0.977
Pediococcus_pentosaceus_ATCC_25745_	22838	1541	0.937
Pedobacter_borealis_DSM_19626_	0	55007	0.000
Pedobacter_heparinus_DSM_2366_	39655	20613	0.658
Pedobacter_oryzae_DSM_19973_	0	39525	0.000
Pedobacter_saltans_DSM_12145_	33100	10405	0.761
Pedobacter_sp._BAL39_	59692	18473	0.764
Pedobacter_sp._R20-19_	0	51991	0.000
Pedobacter_sp._V48_	64076	15711	0.803
Pelagibaca_bermudensis_HTCC2601_	92834	12520	0.881
Pelagibacterium_halotolerans_B2_	35384	10465	0.772
Pelobacter_carbinolicus_DSM_2380_	41296	1910	0.956
Pelobacter_propionicus_DSM_2379_	47614	6542	0.879
Pelodictyon_phaeoclathratiforme_BU-1_	25408	4344	0.854
Pelosinus_fermentans_DSM_17108_	0	98431	0.000
Pelosinus_sp._UFO1_	63612	9446	0.871
Pelotomaculum_thermopropionicum_SI_	38564	1747	0.957
Peptoclostridium_difficile_630_	52604	4367	0.923
Peptoclostridium_difficile_CD160_	43722	6635	0.868
Peptoniphilus_duerdenii_ATCC_BAA-1640_	33005	1159	0.966
Peptoniphilus_grossensis_ph5_	26690	3479	0.885
Peptoniphilus_harei_ACS-146-V-Sch2b_	28018	1056	0.964
Peptoniphilus_indolicus_ATCC_29427_	31540	1085	0.967
Peptoniphilus_lacrimalis_315-B_	25535	464	0.982
Peptoniphilus_rhinitidis_1-13_	0	29093	0.000
Peptoniphilus_senegalensis_JC140_	0	27908	0.000
Peptoniphilus_sp._BV3C26_	28991	1745	0.943
Peptoniphilus_sp._ChDC_B134_	0	26930	0.000
Peptoniphilus_sp._oral_taxon_375_str._F0436_	33332	1642	0.953
Peptoniphilus_sp._oral_taxon_386_str._F0131_	25440	583	0.978
Peptoniphilus_timonensis_JC401_	0	27658	0.000
Peptostreptococcaceae_bacterium_CM5_	0	39506	0.000
Peptostreptococcaceae_bacterium_oral_taxon_113_str._W5053_	22132	4102	0.844
Peptostreptococcaceae_bacterium_VA2_	0	53968	0.000
Peptostreptococcus_anaerobius_653-L_	29978	1745	0.945
Peptostreptococcus_anaerobius_VPI_4330_=_DSM_2949_	29706	2690	0.917
Peptostreptococcus_sp._MV1_	23827	1659	0.935
Peptostreptococcus_stomatis_DSM_17678_	23261	861	0.964
Perlucidibaca_piscinae_DSM_21586_	0	34730	0.000
Persephonella_marina_EX-H1_	27378	1153	0.960
Persephonella_sp._IF05-L8_	0	31365	0.000
Persephonella_sp._KM09-Lau-8_	0	34604	0.000
Petrotoga_mobilis_SJ95_	23905	1903	0.926
Phaeobacter_gallaeciensis_DSM_26640_	37344	6822	0.846
Phaeobacter_inhibens_DSM_17395_	49767	4078	0.924
Phaeospirillum_fulvum_MGU-K5_	86283	3283	0.963
Phaeospirillum_molischianum_DSM_120_	86420	2165	0.976
Phascolarctobacterium_sp._CAG:207_	31374	2073	0.938
Phascolarctobacterium_sp._CAG:266_	25341	1035	0.961
Phascolarctobacterium_succinatutens_YIT_12067_	27920	1036	0.964
Phenylobacterium_zucineum_HLK1_	49270	3220	0.939
Photobacterium_angustum_S14_	89012	4151	0.955
Photobacterium_aphoticum_	165363	7629	0.956
Photobacterium_damselae_subsp._damselae_CIP_102761_	37296	4787	0.886
Photobacterium_leiognathi_lrivu.4.1_	72100	3453	0.954
Photobacterium_leiognathi_subsp._mandapamensis_svers.1.1._	76497	1331	0.983
Photobacterium_phosphoreum_ANT220_	74713	1782	0.977
Photobacterium_profundum_SS9_	78426	4850	0.942
Photorhabdus_asymbiotica_	66874	3561	0.949
Photorhabdus_luminescens_subsp._laumondii_TTO1_	57079	8666	0.868
Phycicoccus_jejuensis_	0	54508	0.000
Phycisphaera_mikurensis_NBRC_102666_	27115	2800	0.906
Phyllobacterium_sp._UNC302MFCol5.2_	0	65571	0.000
Phyllobacterium_sp._YR531_	62678	8454	0.881
Pimelobacter_simplex_	41822	12001	0.777
Pirellula_staleyi_DSM_6068_	43751	19269	0.694
Planctomyces_brasiliensis_DSM_5305_	37602	15042	0.714
Planctomyces_limnophilus_DSM_3776_	29143	11653	0.714
Planctomyces_maris_DSM_8797_	70008	32498	0.683
planctomycete_KSU-1_	42317	5644	0.882
Planktomarina_temperata_RCA23_	38120	1283	0.967
Planktothrix_agardhii_NIVA-CYA_126-8_	74904	3724	0.953
Planococcus_antarcticus_DSM_14505_	38531	3935	0.907
Planococcus_donghaensis_MPA1U2_	39429	4770	0.892
Planomicrobium_glaciei_CHR43_	52547	4802	0.916
Plautia_stali_symbiont_	66195	13582	0.830
Pleomorphomonas_koreensis_DSM_23070_	0	82958	0.000
Pleomorphomonas_oryzae_DSM_16300_	0	110451	0.000
Plesiocystis_pacifica_SIR-1_	71198	22132	0.763
Pleurocapsa_sp._PCC_7319_	0	121705	0.000
Pleurocapsa_sp._PCC_7327_	44652	9010	0.832
Pluralibacter_gergoviae_	71314	4651	0.939
Polaribacter_irgensii_23-P_	32280	1979	0.942
Polaribacter_sp._Hel1_33_49_	0	40203	0.000
Polaribacter_sp._Hel1_85_	39851	4645	0.896
Polaribacter_sp._Hel_I_88_	0	41192	0.000
Polaribacter_sp._MED152_	30700	2741	0.918
Polaromonas_naphthalenivorans_CJ2_	42033	8414	0.833
Polaromonas_sp._JS666_	50085	15039	0.769
Polycyclovorans_algicola_TG408_	0	51923	0.000
Polymorphum_gilvum_SL003B-26A1_	66879	7184	0.903
Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1_	24886	1563	0.941
Polynucleobacter_necessarius_subsp._necessarius_STIR1_	17713	682	0.963
Pontibacillus_chungwhensis_BH030062_	53678	3232	0.943
Pontibacillus_halophilus_JSM_076056_=_DSM_19796_	50827	2762	0.948
Pontibacillus_litoralis_JSM_072002_	50532	2774	0.948
Pontibacillus_marinus_BH030004_=_DSM_16465_	67613	4488	0.938
Pontibacillus_yanchengensis_Y32_	64008	4410	0.936
Ponticaulis_koreensis_DSM_19734_	0	48420	0.000
Porphyrobacter_cryptus_DSM_12079_	0	42470	0.000
Porphyrobacter_sp._AAP82_	0	38448	0.000
Porphyrobacter_sp._HL-46_	41729	1406	0.967
Porphyromonadaceae_COT-184_OH4590_	22546	2544	0.899
Porphyromonas_asaccharolytica_DSM_20707_	19985	2996	0.870
Porphyromonas_bennonis_DSM_23058_=_JCM_16335_	0	187587	0.000
Porphyromonas_cangingivalis_	20708	1583	0.929
Porphyromonas_canoris_	16848	6197	0.731
Porphyromonas_catoniae_F0037_	21344	2326	0.902
Porphyromonas_crevioricanis_	22376	1306	0.945
Porphyromonas_endodontalis_ATCC_35406_	24624	1496	0.943
Porphyromonas_gingivalis_ATCC_33277_	25003	2061	0.924
Porphyromonas_gingivalis_W83_	23496	2909	0.890
Porphyromonas_gingivicanis_	18786	1049	0.947
Porphyromonas_gulae_	28958	4373	0.869
Porphyromonas_levii_DSM_23370_	0	29064	0.000
Porphyromonas_macacae_	22264	1897	0.921
Porphyromonas_somerae_DSM_23386_	9347	17412	0.349
Porphyromonas_sp._COT-239_OH1446_	20300	724	0.966
Porphyromonas_sp._COT-290_OH860_	20604	1543	0.930
Porphyromonas_sp._KLE_1280_	22227	2207	0.910
Porphyromonas_sp._oral_taxon_278_str._W7784_	23959	2254	0.914
Porphyromonas_uenonis_60-3_	30050	1696	0.947
Porticoccus_hydrocarbonoclasticus_MCTG13d_	0	35251	0.000
Prauserella_rugosa_	0	83879	0.000
Prevotella_albensis_DSM_11370_=_JCM_12258_	0	28144	0.000
Prevotella_amnii_CRIS_21A-A_	26158	3270	0.889
Prevotella_aurantiaca_JCM_15754_	0	35198	0.000
Prevotella_bergensis_DSM_17361_	32076	2181	0.936
Prevotella_bivia_DNF00188_	27305	5372	0.836
Prevotella_bivia_JCVIHMP010_	25685	2695	0.905
Prevotella_brevis_P6B11_	0	30970	0.000
Prevotella_buccae_ATCC_33574_	33689	1909	0.946
Prevotella_buccalis_ATCC_35310_	28450	2682	0.914
Prevotella_buccalis_DNF00985_	19373	11051	0.637
Prevotella_copri_DSM_18205_	29418	2847	0.912
Prevotella_corporis_DSM_18810_=_JCM_8529_	24015	4333	0.847
Prevotella_dentalis_DSM_3688_	23418	3513	0.870
Prevotella_denticola_F0289_	21961	3246	0.871
Prevotella_disiens_FB035-09AN_	26876	3940	0.872
Prevotella_disiens_JCM_6334_=_ATCC_29426_	25088	5002	0.834
Prevotella_enoeca_JCM_12259_	19997	6472	0.755
Prevotella_falsenii_DSM_22864_=_JCM_15124_	0	31121	0.000
Prevotella_fusca_JCM_17724_	25261	5582	0.819
Prevotella_histicola_JCM_15637_=_DNF00424_	25916	3733	0.874
Prevotella_loescheii_DSM_19665_=_JCM_12249_=_ATCC_15930_	29301	5323	0.846
Prevotella_maculosa_DSM_19339_=_JCM_15638_	0	31586	0.000
Prevotella_marshii_DSM_16973_=_JCM_13450_	27896	1017	0.965
Prevotella_melaninogenica_ATCC_25845_	22138	2532	0.897
Prevotella_micans_F0438_	25022	2298	0.916
Prevotella_multiformis_DSM_16608_	28221	2461	0.920
Prevotella_multisaccharivorax_DSM_17128_	28957	5609	0.838
Prevotella_nigrescens_ATCC_33563_	27536	1344	0.953
Prevotella_oralis_ATCC_33269_	29207	1480	0.952
Prevotella_oralis_HGA0225_	0	30846	0.000
Prevotella_oris_C735_	29383	7198	0.803
Prevotella_oris_DSM_18711_=_JCM_12252_	0	32647	0.000
Prevotella_oulorum_F0390_	25422	3997	0.864
Prevotella_oulorum_JCM_14966_	29265	4164	0.875
Prevotella_pallens_ATCC_700821_	28141	1956	0.935
Prevotella_paludivivens_DSM_17968_=_JCM_13650_	0	38276	0.000
Prevotella_pleuritidis_JCM_14110_	0	33542	0.000
Prevotella_ruminicola_23_	33409	6331	0.841
Prevotella_salivae_DSM_15606_	30489	2209	0.932
Prevotella_scopos_JCM_17725_	29772	5157	0.852
Prevotella_shahii_DSM_15611_=_JCM_12083_	0	38754	0.000
Prevotella_sp._10	0	43601	0.000
Prevotella_sp._AGR2160_	0	28917	0.000
Prevotella_sp._C561_	30538	6741	0.819
Prevotella_sp._F0091_	25675	6009	0.810
Prevotella_sp._HUN102_	0	31243	0.000
Prevotella_sp._MA2016_	0	40364	0.000
Prevotella_sp._oral_taxon_306_str._F0472_	26121	2574	0.910
Prevotella_sp._oral_taxon_317_str._F0108_	30144	3651	0.892
Prevotella_sp._oral_taxon_472_str._F0295_	33875	2627	0.928
Prevotella_sp._oral_taxon_473_str._F0040_	23934	2936	0.891
Prevotella_sp._P6B1_	0	41029	0.000
Prevotella_sp._S7-1-8_	22058	3958	0.848
Prevotella_sp._S7_MS_2_	27306	3949	0.874
Prevotella_stercorea_DSM_18206_	26381	5644	0.824
Prevotella_tannerae_ATCC_51259_	25986	4150	0.862
Prevotella_timonensis_4401737_=_DSM_22865_=_JCM_15640_	0	30468	0.000
Prevotella_timonensis_CRIS_5C-B1_	26657	2081	0.928
Prevotella_veroralis_DSM_19559_=_JCM_6290_	0	28600	0.000
Prevotella_veroralis_F0319_	28444	5125	0.847
Prochlorococcus_marinus_str._AS9601_	27758	733	0.974
Prochlorococcus_marinus_str._GP2_	25628	843	0.968
Prochlorococcus_marinus_str._MIT_9107_	0	26300	0.000
Prochlorococcus_marinus_str._MIT_9201_	25709	966	0.964
Prochlorococcus_marinus_str._MIT_9211_	21108	499	0.977
Prochlorococcus_marinus_str._MIT_9215_	21129	607	0.972
Prochlorococcus_marinus_str._MIT_9301_	20343	571	0.973
Prochlorococcus_marinus_str._MIT_9302_	25486	999	0.962
Prochlorococcus_marinus_str._MIT_9312_	20369	1289	0.940
Prochlorococcus_marinus_str._MIT_9313_	35328	1572	0.957
Prochlorococcus_marinus_str._MIT_9314_	25401	1027	0.961
Prochlorococcus_marinus_str._MIT_9322_	0	26296	0.000
Prochlorococcus_marinus_str._MIT_9515_	20197	588	0.972
Prochlorococcus_marinus_str._NATL1A_	20011	855	0.959
Prochlorococcus_marinus_str._SB_	26744	870	0.968
Prochlorococcus_marinus_subsp._marinus_str._CCMP1375_	20729	423	0.980
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_	21426	808	0.964
Prochlorococcus_sp._MIT_0601_	33691	1731	0.951
Prochlorococcus_sp._MIT_0602_	33902	1762	0.951
Prochlorococcus_sp._MIT_0604_	19617	1427	0.932
Prochlorococcus_sp._MIT_0701_	30608	1734	0.946
Prochlorococcus_sp._MIT_0801_	19104	1672	0.920
Prochlorococcus_sp._scB241_528O2_	0	26658	0.000
Prochlorococcus_sp._scB245a_520K10_	0	26395	0.000
Prochlorothrix_hollandica_PCC_9006_	63277	9653	0.868
Prolixibacter_bellariivorans_ATCC_BAA-1284_	0	63396	0.000
Promicromonospora_kroppenstedtii_DSM_19349_	0	80144	0.000
Propionibacteriaceae_bacterium_P6A17_	0	45651	0.000
Propionibacterium_acidifaciens_DSM_21887_	0	37073	0.000
Propionibacterium_acidipropionici_ATCC_4875_	34101	3089	0.917
Propionibacterium_[acnes]_HL037PA2_	44911	1186	0.974
Propionibacterium_acnes_KPA171202_	31021	2893	0.915
Propionibacterium_acnes_SK182B-JCVI_	32902	1370	0.960
Propionibacterium_avidum_44067_	28190	1926	0.936
Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1_	24764	684	0.973
Propionibacterium_granulosum_TM11_	34793	201	0.994
Propionibacterium_jensenii_DSM_20535_	0	41930	0.000
Propionibacterium_propionicum_F0230a_	28642	2313	0.925
Propionibacterium_sp._oral_taxon_192_str._F0372_	35549	2179	0.942
Propionibacterium_thoenii_DSM_20276_	0	41186	0.000
Propionimicrobium_sp._BV2F7_	29280	623	0.979
Prosthecochloris_aestuarii_DSM_271_	27484	2102	0.929
Proteiniclasticum_ruminis_DSM_24773_	44816	2206	0.953
Proteiniphilum_acetatigenes_DSM_18083_	27786	26425	0.513
Proteocatella_sphenisci_DSM_23131_	0	41178	0.000
Proteus_mirabilis_HI4320_	48370	2841	0.945
Proteus_penneri_ATCC_35198_	102843	3158	0.970
Proteus_vulgaris_	50240	2074	0.960
Providencia_alcalifaciens_DSM_30120_	44659	4704	0.905
Providencia_burhodogranariea_DSM_19968_	61292	3434	0.947
Providencia_rettgeri_Dmel1_	43161	4823	0.899
Providencia_rettgeri_DSM_1131_	71504	1933	0.974
Providencia_rustigianii_DSM_4541_	62410	5560	0.918
Providencia_stuartii_ATCC_25827_	51497	4281	0.923
Pseudaminobacter_salicylatoxidans_KCT001_	0	94058	0.000
Pseudanabaena_sp._PCC_6802_	0	87614	0.000
Pseudanabaena_sp._PCC_7367_	35280	8235	0.811
Pseudoalteromonas_agarivorans_S816_	62153	5693	0.916
Pseudoalteromonas_atlantica_T6c_	53178	9984	0.842
Pseudoalteromonas_citrea_NCIMB_1889_	89077	5003	0.947
Pseudoalteromonas_haloplanktis_ANT-505_	66552	3719	0.947
Pseudoalteromonas_haloplanktis_ATCC_14393_	67197	9384	0.877
Pseudoalteromonas_haloplanktis_TAC125_	48281	1701	0.966
Pseudoalteromonas_haloplanktis_TB64_	66351	7543	0.898
Pseudoalteromonas_luteoviolacea_B_=_ATCC_29581_	66358	5174	0.928
Pseudoalteromonas_rubra_ATCC_29570_	59957	9560	0.862
Pseudoalteromonas_ruthenica_CP76_	60285	4305	0.933
Pseudoalteromonas_sp._Bsw20308_	43154	12899	0.770
Pseudoalteromonas_sp._OCN003_	53685	8240	0.867
Pseudoalteromonas_spongiae_UST010723-006_	62125	2248	0.965
Pseudoalteromonas_sp._SM9913_	54165	2903	0.949
Pseudoalteromonas_tunicata_D2_	52853	8114	0.867
Pseudobacteroides_cellulosolvens_ATCC_35603_=_DSM_2933_	105777	17670	0.857
Pseudobutyrivibrio_ruminis_AD2017_	48076	5026	0.905
Pseudobutyrivibrio_ruminis_CF1b_	44100	5198	0.895
Pseudobutyrivibrio_sp._LB2011_	0	49343	0.000
Pseudobutyrivibrio_sp._MD2005_	0	50679	0.000
Pseudoclavibacter_soli_DSM_23366_	0	26656	0.000
Pseudoflavonifractor_capillosus_ATCC_29799_	57984	9730	0.856
Pseudogulbenkiania_ferrooxidans_2002_	98637	5713	0.945
Pseudogulbenkiania_sp._NH8B_	63086	4054	0.940
Pseudomonas_aeruginosa_	128662	3199	0.976
Pseudomonas_alcaligenes_NBRC_14159_	51253	4201	0.924
Pseudomonas_alkylphenolia_	58436	9391	0.862
Pseudomonas_brassicacearum_	62534	9651	0.866
Pseudomonas_caeni_DSM_24390_	0	46325	0.000
Pseudomonas_chlororaphis_	68223	11645	0.854
Pseudomonas_cichorii_JBC1_	57779	11797	0.830
Pseudomonas_corrugata_CFBP_5454_	58816	8204	0.878
Pseudomonas_cremoricolorata_	46320	4993	0.903
Pseudomonas_denitrificans_ATCC_13867_	56872	7953	0.877
Pseudomonas_entomophila_L48_	67698	3460	0.951
Pseudomonas_extremaustralis_14-3_substr._14-3b_	147149	6645	0.957
Pseudomonas_flectens_ATCC_12775_	0	35973	0.000
Pseudomonas_fluorescens_F113_	154567	1380	0.991
Pseudomonas_fluorescens_HK44_	101488	5928	0.945
Pseudomonas_fluorescens_NCIMB_11764_	112757	9719	0.921
Pseudomonas_fluorescens_NZ007_	99063	6035	0.943
Pseudomonas_fluorescens_Pf0-1_	101921	3099	0.970
Pseudomonas_fluorescens_Q2-87_	58370	3905	0.937
Pseudomonas_fluorescens_SBW25_	116696	3990	0.967
Pseudomonas_fragi_B25_	48742	5622	0.897
Pseudomonas_fulva_12-X_	60601	6185	0.907
Pseudomonas_knackmussii_B13_	84446	6653	0.927
Pseudomonas_lutea_	84091	3725	0.958
Pseudomonas_luteola_XLDN4-9_	0	73342	0.000
Pseudomonas_mandelii_36MFCvi1.1_	102956	6619	0.940
Pseudomonas_mandelii_PD30_	120131	6164	0.951
Pseudomonas_mendocina_EGD-AQ5_	104502	4076	0.962
Pseudomonas_mendocina_NK-01_	79228	11440	0.874
Pseudomonas_mendocina_ymp_	62981	7275	0.896
Pseudomonas_moraviensis_R28-S_	98769	5323	0.949
Pseudomonas_mosselii_SJ10_	61360	11906	0.837
Pseudomonas_nitroreducens_HBP1_	175848	11204	0.940
Pseudomonas_nitroreducens_TX1_	129123	5418	0.960
Pseudomonas_oleovorans_	124327	8416	0.937
Pseudomonas_parafulva_NBRC_16636_	42190	7635	0.847
Pseudomonas_pelagia_CL-AP6_	0	71185	0.000
Pseudomonas_poae_RE*1-1-14_	56707	4767	0.922
Pseudomonas_protegens_CHA0_	73669	3099	0.960
Pseudomonas_protegens_Pf-5_	76617	3980	0.951
Pseudomonas_pseudoalcaligenes_AD6_	119519	3840	0.969
Pseudomonas_pseudoalcaligenes_CECT_5344_	55135	1846	0.968
Pseudomonas_pseudoalcaligenes_KF707_	128370	9477	0.931
Pseudomonas_psychrophila_HA-4_	43460	8961	0.829
Pseudomonas_psychrotolerans_L19_	50375	6491	0.886
Pseudomonas_putida_CSV86_	52549	13377	0.797
Pseudomonas_putida_F1_	72601	14265	0.836
Pseudomonas_putida_GB-1_	61158	11835	0.838
Pseudomonas_putida_KT2440_	90435	2967	0.968
Pseudomonas_putida_MTCC_5279_	88220	6544	0.931
Pseudomonas_putida_NBRC_14164_	71715	3111	0.958
Pseudomonas_putida_S16_	60722	9482	0.865
Pseudomonas_putida_W619_	60851	9800	0.861
Pseudomonas_resinovorans_DSM_21078_	0	116604	0.000
Pseudomonas_resinovorans_NBRC_106553_	89434	4777	0.949
Pseudomonas_rhizosphaerae_	43389	4511	0.906
Pseudomonas_simiae_	101322	5591	0.948
Pseudomonas_sp._20_BN_	79670	716	0.991
Pseudomonas_sp._Ant30-3_	0	98698	0.000
Pseudomonas_sp._BAY1663_	123032	1913	0.985
