,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
2518,Bacteroides_coprosuis_DSM_18011,31707,2831,0.918,2393,34537,356,11250,9895,42,0.520015478,47946,18250,35,0.547438177
2519,Chryseobacterium_oranimense_G311,48838,8566,0.851,4346,57403,356,21333,20295,49,0.548137804,84741,31298,37,0.555009736
2520,Clostridium_novyi_B_str_NCTC_9691,40253,1638,0.961,2335,41890,356,13762,10526,48,0.550939664,70908,22368,32,0.549115139
2521,Clostridium_sp_KLE_1755,64258,36518,0.638,6959,100775,356,77548,43280,76,0.547989542,132804,55476,56,0.560396404
2522,Dialister_succinatiphilus_YIT_11850,25584,1899,0.931,2155,27482,356,6416,6445,52,0.540450139,35876,14790,41,0.570657454
2523,Flavobacterium_columnare_ATCC_49512,24566,4253,0.852,2642,28818,356,7371,7870,36,0.538515901,34946,15721,26,0.530174783
2524,Hymenobacter_sp_APR13,38393,12526,0.754,4244,50918,356,46144,19309,68,0.534255993,78338,28127,43,0.5198904
2525,Lactobacillus_curieae,19968,1185,0.944,1957,21152,356,1633,3784,37,0.540149857,28260,11595,24,0.508159044
2526,Lactobacillus_nodensis_DSM_19682_equals_JCM_14932_equals_NBRC_107160,32570,3834,0.895,2878,36403,356,8098,9707,31,0.541699734,51023,19758,23,0.555093046
2527,Leeuwenhoekiella_blandensis_MED217,48089,5778,0.893,3735,53866,356,24866,20067,26,0.550900404,68755,29578,21,0.579739261
2528,Parascardovia_denticolens_DSM_10105_equals_JCM_12538,18398,1193,0.939,1680,19590,356,3862,3351,37,0.479972429,33255,9668,19,0.457327693
2529,Pseudoalteromonas_haloplanktis_ATCC_14393,67197,9384,0.877,4295,76580,356,38854,28461,28,0.563112118,91595,43477,23,0.572691019
2530,Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E,11453,20,0.998,694,11472,355,256,650,8,0.540647629,19846,6026,1,0.472619048
2531,Dethiosulfovibrio_peptidovorans_DSM_11002,42478,3189,0.93,2458,45666,355,18650,13096,9,0.537840279,63946,24705,6,0.543765988
2532,marine_actinobacterium_PHSC20C1,30966,3041,0.911,2668,34006,355,7618,9877,20,0.575054282,39454,18921,14,0.57863315
2533,Psychroflexus_gondwanensis_ACAM_44,37393,3763,0.909,2908,41155,355,14988,12553,37,0.550954997,50000,22707,30,0.531553689
2534,Streptococcus_sp_HPH0090,31590,753,0.977,1660,32342,355,6079,7235,11,0.553287483,44792,17300,5,0.579001677
2535,Actinomyces_urogenitalis_S6-C4,36959,2108,0.946,1929,39066,354,14113,10182,10,0.550339269,62690,20835,3,0.56291691
2536,Alistipes_indistinctus_YIT_12060,25553,3247,0.887,2348,28799,354,6807,8110,23,0.543872519,31646,15801,14,0.560237446
2537,Clostridium_sp_D5,88817,8053,0.917,4498,96869,354,82585,37031,28,0.556523322,176583,50069,16,0.580039415
2538,Cryobacterium_roopkundense,39097,2460,0.941,3249,41556,354,10235,13110,56,0.541753148,59757,22546,47,0.582543842
2539,Emticicia_oligotrophica_DSM_17448,40666,10992,0.787,3950,51657,354,37199,19040,20,0.537302706,80494,28340,10,0.549617944
2540,Eubacterium_sp_14-2,66572,7162,0.903,3778,73733,354,54556,25295,34,0.528641777,129349,37744,27,0.549242518
2541,Lactobacillus_murinus_ASF361,31952,1523,0.955,2102,33474,354,6630,7643,30,0.550785599,41556,18030,24,0.565691337
2542,Opitutus_terrae_PB90-1,46513,11594,0.8,4612,58106,354,46076,21064,48,0.515912347,94142,30576,32,0.532822122
2543,Spiroplasma_syrphidicola_EA-1,12827,377,0.971,1006,13203,354,437,765,34,0.527030217,20202,6877,13,0.34662868
2544,Clostridium_citroniae_WAL-17108,126335,16300,0.886,6079,142634,353,150209,58568,50,0.572691754,242104,77013,41,0.558805106
2545,Barnesiella_viscericola_DSM_18177,19801,6407,0.756,2512,26207,353,10771,7462,41,0.528568202,33133,14053,18,0.503330373
2546,Campylobacter_showae_CSUNSWCD,27069,2078,0.929,2478,29146,353,7974,6635,59,0.501038485,43617,14665,42,0.492545261
2547,Clostridiaceae_bacterium_L21-TH-D2,48837,1690,0.967,2681,50526,353,18891,14364,32,0.544804893,85733,26724,23,0.563711662
2548,Dysgonomonas_gadei_ATCC_BAA-286,44833,10107,0.816,4156,54939,353,24215,18982,51,0.549634699,65585,30905,40,0.548262723
2549,Enterococcus_durans_ATCC_6056,27591,4233,0.867,3043,31823,353,6430,7662,58,0.513026445,44749,16827,46,0.479502533
2550,Intestinimonas_butyriciproducens,30033,8346,0.783,3218,38378,353,12969,11738,37,0.514624874,62067,20157,27,0.531665364
2551,Thermotoga_neapolitana_DSM_4359,26283,2281,0.92,1937,28563,353,7774,6984,6,0.517678888,43961,15019,4,0.537225495
2552,Aquimarina_sp_22II-S11-z7,61375,16508,0.788,4786,77882,352,54671,31870,34,0.554872849,99382,43456,25,0.566819628
2553,Bulleidia_extructa_W1219,26108,543,0.98,1415,26650,352,3157,4231,11,0.557892777,39787,13996,5,0.553993361
2554,Butyricicoccus_pullicaecorum_12,46487,6990,0.869,3112,53476,352,NA,NA,NA,NA,NA,NA,NA,NA
2555,Kocuria_polaris,39463,2573,0.939,3021,42035,352,12713,12752,44,0.528391087,57671,22521,37,0.564573171
2556,Sphingobacterium_paucimobilis_HER1398,51847,14115,0.786,4346,65961,352,31726,25304,58,0.580293971,75306,37818,48,0.589295775
2557,Bordetella_trematum,46957,907,0.981,3738,47863,351,6179,7631,55,0.542303596,68042,25925,7,0.522778675
2558,Butyrivibrio_fibrisolvens_ND3005,47657,5325,0.899,3707,52981,351,27596,17003,60,0.540513834,71329,28926,48,0.530305874
2559,Enterococcus_faecalis_13-SD-W-01,53149,2943,0.948,3105,56091,351,25188,15965,51,0.515566265,102731,28228,41,0.545485308
2560,Enterococcus_villorum_ATCC_700913,44453,2995,0.937,2821,47447,351,14481,13567,44,0.55931975,63740,26519,36,0.573846408
2561,Flavobacterium_aquatile_LMG_4008,34208,4139,0.892,2996,38346,351,11890,11801,30,0.555873524,44908,21321,20,0.558131391
2562,Flavobacterium_frigoris_PS1,39220,5496,0.877,3590,44715,351,17629,14771,47,0.543434877,57800,24190,29,0.559101975
2563,Zunongwangia_profunda_SM-A87,39428,14974,0.725,4653,54401,351,31853,21269,58,0.559259754,66697,30472,44,0.552455163
2564,Eubacterium_eligens_ATCC_27750,33062,3804,0.897,2668,36865,350,14891,11501,14,0.510523838,55267,19133,10,0.542311927
2565,candidate_division_ZIXI_bacterium_RBG-1,31469,1495,0.955,1906,32963,350,11983,7976,14,0.558179267,47725,17864,8,0.53713912
2566,Corynebacterium_freneyi_DNF00450,31663,783,0.976,2007,32445,350,10848,8095,34,0.525927004,47249,17010,21,0.552409095
2567,Hydrogenobaculum_sp_HO,21660,789,0.965,1579,22448,350,5775,4933,6,0.533291385,31453,11930,2,0.535819143
2568,Lachnospiraceae_bacterium_3-1,73414,12612,0.853,5078,86025,350,54807,32525,46,0.541204171,113131,46495,38,0.551860167
2569,Lactobacillus_parafarraginis_F0439,33566,3039,0.917,3183,36604,350,6760,9990,70,0.525734355,51294,18922,56,0.555210084
2570,Lactobacillus_zeae_DSM_20178_equals_KCTC_3804,40977,2922,0.933,2824,43898,350,15125,13182,38,0.570713392,43889,24891,28,0.567818801
2571,Leadbetterella_byssophila_DSM_17132,38926,7997,0.83,3465,46922,350,26499,15961,30,0.531539033,66970,25080,24,0.535067448
2572,Barnesiella_intestinihominis_YIT_11860,32870,9142,0.782,2813,42011,349,27005,14464,26,0.551275309,58656,22788,16,0.564928075
2573,Cellulophaga_baltica_13,40657,6829,0.856,3950,47485,349,17382,16600,27,0.557239556,50834,26339,24,0.563729817
2574,Clostridium_orbiscindens_1_3_50AFAA,39422,12185,0.764,4335,51606,349,25175,16915,37,0.534951985,65172,27519,25,0.531434943
2575,Fluviicola_taffensis_DSM_16823,33943,13436,0.716,4033,47378,349,28006,18087,50,0.540046144,59573,26202,29,0.543376623
2576,Helicobacter_canis_NCTC_12740,26428,1038,0.962,1800,27465,349,7060,6094,21,0.536414412,35106,14694,17,0.546339787
2577,Helicobacter_fennelliae_MRY12-0050,24618,2358,0.913,2467,26975,349,5733,6163,83,0.536919048,31875,14519,66,0.518255578
2578,Lachnospiraceae_bacterium_10-1,69076,11575,0.856,4321,80650,349,56697,30528,34,0.537448026,125011,43181,30,0.563898845
2579,Lachnospiraceae_bacterium_M18-1,74247,17903,0.806,5350,92149,349,69264,36606,35,0.563770091,128980,49926,25,0.558674793
2580,Leptotrichia_buccalis_C-1013-b,19924,4386,0.82,2220,24309,349,7544,5954,28,0.53010114,30467,13021,16,0.501238354
2581,Prochlorococcus_sp_MIT_0701,30608,1734,0.946,3027,32341,349,8333,9685,180,0.551490159,42775,17479,156,0.575702076
2582,Propionibacterium_sp_oral_taxon_192_str_F0372,35549,2179,0.942,2524,37727,349,10139,10894,40,0.524494942,61273,19892,24,0.564675648
2583,Ruminococcus_flavefaciens_007c,36738,5585,0.868,3185,42322,349,16024,13037,37,0.549674009,57679,22957,26,0.570791422
2584,Aureimonas_ureilytica_DSM_18598,69379,7881,0.898,4544,77259,348,38990,28810,46,0.576904505,86588,43675,31,0.569874182
2585,Flavobacterium_daejeonense_DSM_17708,40497,8161,0.832,3584,48657,348,22253,17155,42,0.556714086,56813,27146,30,0.560551331
2586,Hydrogenobaculum_sp_Y04AAS1,23229,870,0.964,1629,24098,348,6750,5302,6,0.526948964,34770,12744,2,0.538068335
2587,Lachnospiraceae_bacterium_COE1,62853,8851,0.877,4672,71703,348,34107,25620,61,0.529542393,134354,37420,56,0.571047459
2588,Lactobacillus_suebicus_DSM_5007_equals_KCTC_3549,30688,2044,0.938,2572,32731,348,5347,8461,31,0.558132968,34436,18599,27,0.568564555
2589,Leuconostoc_carnosum_JB16,19673,742,0.964,1567,20414,348,1623,3641,13,0.519537355,31233,10648,5,0.521419518
2590,Leuconostoc_gelidum_JB7,19377,1010,0.95,1796,20386,348,2408,3658,26,0.551902878,23939,11168,21,0.490773286
2591,planctomycete_KSU-1,42317,5644,0.882,3600,47960,348,27363,16286,68,0.54746758,64214,26343,59,0.539240635
2592,Prochlorococcus_marinus_str_MIT_9312,20369,1289,0.94,1962,21657,348,5859,5295,70,0.573678219,22249,12530,59,0.518535262
2593,Catonella_morbi_ATCC_51271,41619,6567,0.864,3291,48185,347,21162,15198,27,0.533402551,68996,25718,20,0.547017675
2594,Lachnospiraceae_bacterium_A2,71961,12157,0.855,5215,84117,347,53649,31459,59,0.541895569,119351,45021,48,0.562320186
2595,Leifsonia_rubra_CMS_76R,32463,2461,0.93,2672,34923,347,8032,10015,36,0.543925027,53000,19166,29,0.583042596
2596,Rathayibacter_toxicus_DSM_7488,18929,1281,0.937,2022,20209,347,2114,4096,34,0.510664606,28136,10404,26,0.510710498
2597,Flavobacterium_limnosediminis_JC2902,34271,3551,0.906,3117,37821,346,11013,11871,70,0.541138223,40619,21253,53,0.550839842
2598,Lachnospiraceae_bacterium_3-2,60236,6676,0.9,4216,66911,346,34244,23107,37,0.521766299,105745,35024,32,0.554068358
2599,Maribacter_sp_HTCC2170,33197,9921,0.77,3411,43117,346,21568,15119,14,0.527474124,62645,23103,11,0.54735991
2600,Prochlorococcus_marinus_str_SB,26744,870,0.968,1911,27613,346,7778,7024,65,0.586004691,32465,15432,57,0.561722488
2601,Streptococcus_anginosus_DORA_7,37776,1860,0.953,2246,39635,346,9938,10045,37,0.558001475,49803,21958,30,0.562772309
2602,Clostridium_bolteae_ATCC_BAA-613,112539,23504,0.827,7284,136042,345,141866,55188,64,0.547180861,216763,72648,53,0.534486971
2603,Bacteroides_salanitronis_DSM_18170,24550,10028,0.71,3577,34577,345,12954,11196,61,0.516982589,39668,18670,44,0.499329359
2604,Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586,20098,2886,0.874,2067,22983,345,5955,5677,22,0.546936382,30738,12747,14,0.518301011
2605,Helicobacter_macacae_MIT_99-5501,24325,987,0.961,1946,25311,345,4333,5716,43,0.572838423,29224,14329,27,0.570237935
2606,Kordia_algicida_OT-1,45943,8209,0.848,4513,54151,345,23575,20806,80,0.566973281,59936,30503,59,0.58039262
2607,Lachnospiraceae_bacterium_28-4,73978,6703,0.917,4025,80680,345,57973,28653,36,0.556924539,126411,43058,27,0.542565536
2608,Leptotrichia_sp_oral_taxon_225_str_F0581,27722,3471,0.889,2373,31192,345,9975,8142,30,0.524165979,46943,16150,12,0.522721013
2609,Leptotrichia_sp_oral_taxon_879_str_F0557,26898,2989,0.9,2482,29886,345,9538,7648,47,0.482616736,47428,14870,34,0.508837298
2610,Mycobacterium_tusciae_JS617,107037,17275,0.861,6642,124311,345,126622,53706,69,0.555082795,216306,67455,63,0.572902225
2611,Paraprevotella_xylaniphila_YIT_11841,40492,15909,0.718,3442,56400,345,95865,21445,44,0.532625024,129270,30047,35,0.524428571
2612,Ruminococcus_callidus_ATCC_27760,35040,5746,0.859,3475,40785,345,13168,11231,81,0.515660758,53969,21376,53,0.511082404
2613,Verrucomicrobiae_bacterium_DG1235,57956,7778,0.882,4401,65733,345,38085,24750,66,0.544832726,87329,35629,53,0.554069233
2614,Borrelia_coriaceae_Co53,19077,191,0.99,919,19267,344,5268,3370,11,0.515428749,42291,9790,8,0.532363483
2615,Cellulosimicrobium_cellulans_J36,34933,5884,0.856,3667,40816,344,8191,11736,28,0.522329247,56800,20931,17,0.530525654
2616,Clostridium_sp_ASF502,63165,19659,0.763,6062,82823,344,52595,33014,78,0.544304527,114220,43800,64,0.555098664
2617,Dermabacter_sp_HFH0086,28425,2294,0.925,2133,30718,344,8405,7935,27,0.530872897,45158,16377,16,0.553358136
2618,Flexibacter_litoralis_DSM_6794,29958,7835,0.793,3878,37792,344,23575,12662,94,0.524860477,47891,20612,57,0.505553152
2619,Lachnospiraceae_bacterium_1_4_56FAA,48487,5418,0.899,3191,53904,344,28142,17251,18,0.528928515,80422,28532,12,0.546211146
2620,Lachnospiraceae_bacterium_A4,83663,18811,0.816,6549,102473,344,73053,39852,102,0.55117451,147260,54368,97,0.555522834
2621,Lactobacillus_animalis,31458,1628,0.951,1844,33085,344,7987,7835,13,0.535148291,45171,17826,10,0.568524528
2622,Mariniradius_saccharolyticus_AK6,43487,7310,0.856,4633,50796,344,22914,18046,90,0.546356127,55675,27962,73,0.544600939
2623,Prochlorococcus_sp_MIT_0604,19617,1427,0.932,2063,21043,344,4874,5223,97,0.579580525,18629,12227,79,0.530137197
2624,Aminomonas_paucivorans_DSM_12260,44390,2520,0.946,2399,46909,343,21801,14072,4,0.559794783,70275,25199,3,0.561504476
2625,Bacteroides_xylanisolvens_XB1A,29437,18234,0.618,4406,47670,343,24410,18410,57,0.526729302,57186,25967,45,0.527342407
2626,Gillisia_limnaea_DSM_15749,40191,4888,0.892,3434,45078,343,16880,14805,38,0.551453179,54775,25104,22,0.552643369
2627,Microscilla_marina_ATCC_23134,65827,30581,0.683,8319,96407,343,98864,41616,295,0.529451899,136955,51854,256,0.527241782
2628,Owenweeksia_hongkongensis_DSM_17368,28470,6698,0.81,3485,35167,343,12614,10482,33,0.51601173,45339,18313,26,0.497565259
2629,Polaribacter_sp_Hel1_85,39851,4645,0.896,3411,44495,343,14171,15311,35,0.574957846,47376,25496,27,0.583532684
2630,Rhodopirellula_sp_SWK7,91450,19867,0.822,7239,111316,343,130206,47679,221,0.547814132,183595,60984,188,0.54343164
2631,Actinomyces_sp_oral_taxon_849_str_F0330,37813,2543,0.937,3019,40355,342,8819,11316,62,0.527849347,65387,20983,37,0.573369148
2632,Flavobacteriaceae_bacterium_3519-10,22377,3887,0.852,2534,26263,342,6167,7399,30,0.528407516,34020,14336,19,0.526850508
2633,Flavobacterium_saliperosum_S13,30142,2575,0.921,2647,32716,342,8444,9844,48,0.563541584,34990,18584,32,0.572743393
2634,Kytococcus_sedentarius_DSM_20547,24999,2856,0.897,2554,27854,342,3772,7164,36,0.549141274,35627,15586,23,0.538862876
2635,Lachnospiraceae_bacterium_3_1_46FAA,40239,5499,0.88,2940,45737,342,18464,13692,17,0.537263049,63814,24372,11,0.535644504
2636,Leuconostoc_kimchii_IMSNU_11154,21925,2012,0.916,2063,23936,342,3394,5381,23,0.536902185,26764,13807,16,0.495416079
2637,Oscillochloris_trichoides_DG-6,50734,4792,0.914,3231,55525,342,44662,20251,20,0.538115191,87606,30013,18,0.549698141
2638,Spiroplasma_apis_B31,14593,261,0.982,997,14853,342,613,1078,39,0.530226397,26098,7795,21,0.43186734
2639,Anaerobaculum_mobile_DSM_13181,27869,2605,0.915,2017,30473,341,9109,8116,8,0.529055345,45568,16288,6,0.541823179
2640,Arenitalea_lutea,38637,5946,0.867,2985,44582,341,16600,15431,7,0.55752698,54423,24680,2,0.575845635
2641,Candidatus_Rhodoluna_lacicola,16681,747,0.957,1364,17427,341,1450,2917,7,0.575306623,22682,9793,2,0.509186352
2642,Cellulophaga_lytica_DSM_7489,29142,9521,0.754,3284,38662,341,18137,13476,22,0.556181112,44198,21889,14,0.538000826
2643,Lentisphaera_araneosa_HTCC2155,43480,17699,0.711,5104,61178,341,68793,23971,99,0.551417529,96094,33230,88,0.551436168
2644,Leptotrichia_wadei_F0279,25219,2920,0.896,2277,28138,341,8204,6846,38,0.51284219,36738,14642,17,0.508248378
2645,Muricauda_ruestringensis_DSM_13258,32697,10121,0.764,3432,42817,341,22245,15250,15,0.542718517,55552,23733,10,0.548129982
2646,Robiginitalea_biformata_HTCC2501,31399,8449,0.788,3211,39847,341,21498,13726,18,0.554715078,53470,22000,13,0.548565952
2647,Streptococcus_suis_86-5192,29139,1031,0.966,2026,30169,341,4675,7778,25,0.543587594,37872,16621,21,0.583861131
2648,Clostridium_symbiosum_WAL-14163,62202,12536,0.832,4688,74737,340,51054,28089,39,0.514812088,114450,39020,32,0.537035389
2649,Cellulophaga_algicola_DSM_14237,35749,9139,0.796,4163,44887,340,14538,15669,45,0.527996484,61080,24318,36,0.537676167
2650,Dokdonia_sp_4H-3-7-5,26385,5989,0.815,2978,32373,340,9844,9875,26,0.534464201,37628,17953,15,0.523143367
2651,Flavobacterium_suncheonense_GH29-5_equals_DSM_17707,31426,2612,0.923,2594,34037,340,9009,10031,55,0.538300624,47054,18409,46,0.576157833
2652,Parvimonas_sp_oral_taxon_393_str_F0440,28009,623,0.978,1617,28631,340,3192,5644,20,0.553012555,41799,15763,11,0.59692212
2653,Prochlorococcus_marinus_str_GP2,25628,843,0.968,1863,26470,340,6371,7240,56,0.599973107,26062,15616,44,0.60721623
2654,Prochlorococcus_marinus_str_MIT_9314,25401,1027,0.961,1973,26427,340,6771,7019,78,0.570808303,29702,15180,66,0.567833952
2655,Prochlorococcus_sp_MIT_0601,33691,1731,0.951,1908,35421,340,37434,11275,48,0.52236456,70143,18635,41,0.531209139
2656,Prochlorococcus_sp_MIT_0801,19104,1672,0.92,2287,20775,340,5164,5358,135,0.574358004,17848,12114,117,0.527621195
2657,Zhouia_amylolytica_AD3,45372,6670,0.872,3369,52041,340,22025,18546,22,0.538289622,69281,28518,12,0.573078654
2658,Eubacterium_cellulosolvens_6,45673,5467,0.893,2749,51139,339,35746,16474,17,0.547462936,72540,28295,13,0.535140458
2659,Actinomyces_turicensis_ACS-279-V-Col4,27958,1269,0.957,1717,29226,339,6490,6787,9,0.546646362,50189,15424,3,0.553528851
2660,Candidatus_Arthromitus_sp_SFB-mouse-Japan,23343,1053,0.957,1491,24395,339,7218,4863,14,0.521710023,42813,12715,9,0.525099878
2661,Chryseobacterium_antarcticum,28990,3364,0.896,2661,32353,339,8907,9964,36,0.539118125,39439,17926,22,0.567052702
2662,Gracilibacillus_boraciitolerans_JCM_21714,81301,7531,0.915,4450,88831,339,52751,32058,30,0.550580289,129879,47764,27,0.557707659
2663,Lactobacillus_fermentum_IFO_3956,20192,1084,0.949,1843,21275,339,1843,3929,33,0.558240864,23338,11978,18,0.512352805
2664,Lactobacillus_helveticus_CNRZ32,18536,850,0.956,1685,19385,339,1452,3043,39,0.557031889,26383,10775,26,0.503777658
2665,Lactobacillus_kunkeei,16840,612,0.965,1356,17451,339,1078,2193,18,0.523809524,26171,9271,12,0.472581874
2666,Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293,21816,2074,0.913,2004,23889,339,3723,5222,26,0.499936379,36475,11928,20,0.517798286
2667,Ornithobacterium_rhinotracheale_DSM_15997,21324,4484,0.826,2267,25807,339,9088,6681,29,0.516931748,33163,13482,15,0.494900882
2668,Polaribacter_irgensii_23-P,32280,1979,0.942,2553,34258,339,8363,10099,32,0.535244665,45746,18294,23,0.579508266
2669,Prochlorococcus_marinus_str_MIT_9302,25486,999,0.962,1996,26484,339,7040,6695,78,0.534318114,33348,14302,68,0.546010879
2670,Prochlorococcus_sp_MIT_0602,33902,1762,0.951,1970,35663,339,48810,10961,59,0.541200808,76217,18840,48,0.530073288
2671,Spirochaeta_smaragdinae_DSM_11293,62119,16004,0.795,4219,78122,339,101351,31256,15,0.534209246,154801,41772,9,0.540077363
2672,Spiroplasma_melliferum_IPMB4A,13806,228,0.984,932,14033,339,329,806,41,0.507481899,30773,6791,15,0.47079646
2673,Thermanaerovibrio_acidaminovorans_DSM_6589,28073,1332,0.955,1738,29404,339,10257,7261,5,0.551646995,41672,16239,2,0.549158218
2674,Anaerotruncus_sp_G3,45769,6028,0.884,3455,51796,338,18724,16867,49,0.537762764,72066,28083,37,0.566219713
2675,Clostridium_botulinum_BKT015925,31093,2599,0.923,2531,33691,338,11166,9329,21,0.516110318,55896,17697,13,0.526516233
2676,Dorea_formicigenerans_4_6_53AFAA,46836,8798,0.842,3840,55633,338,28072,18213,32,0.533096402,84462,28704,26,0.537593184
2677,Flavobacteria_bacterium_BAL38,31448,2855,0.917,2612,34302,338,10452,10413,21,0.565800253,35546,19417,9,0.562468017
2678,Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2,19843,3385,0.854,2151,23227,338,5054,5996,16,0.519572954,28705,12306,6,0.531813498
2679,Leifsonia_xyli_subsp_cynodontis_DSM_46306,20063,2410,0.893,2470,22472,338,3493,5027,49,0.538196187,25578,12347,34,0.492496369
2680,Myroides_odoratus_DSM_2801,46408,9840,0.825,3754,56247,338,41415,19788,57,0.551164166,87563,29800,44,0.547070794
2681,Paraprevotella_clara_YIT_11840,41085,14435,0.74,4010,55519,338,65736,19991,64,0.528629978,97092,29366,53,0.508518808
